age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
49,Private,143583,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-18,0,55,United-States,<=50K
40,Private,118901,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,25,0,49,United-States,>50K
34,Private,38849,Some-college,7,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,-21,-1,40,United-States,<=50K
68,Private,164002,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,-2,40,United-States,>50K
36,Private,324655,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,39,0,40,United-States,>50K
32,Private,122527,9th,2,Married-civ-spouse,Tech-support,Husband,Other,Male,4,0,40,Cuba,<=50K
41,Self-emp-not-inc,192934,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,-9,0,45,Poland,<=50K
55,?,45793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3430,-2,40,United-States,>50K
35,Self-emp-not-inc,28802,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7685,0,40,United-States,>50K
31,Self-emp-not-inc,133942,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,23,-2,35,United-States,<=50K
23,Private,123822,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,-1,1,40,United-States,<=50K
41,Self-emp-inc,194804,5th-6th,10,Never-married,Other-service,Husband,White,Male,4,0,9,United-States,<=50K
63,Private,354512,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,21,-1,40,United-States,<=50K
31,State-gov,196614,Bachelors,13,Never-married,?,Not-in-family,White,Female,-7,-2,40,United-States,>50K
36,Private,179615,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,39,-1,40,United-States,<=50K
34,Private,257059,7th-8th,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4024,-1,43,United-States,>50K
58,Private,317293,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,-24,0,40,United-States,<=50K
41,Private,46015,HS-grad,9,Separated,Adm-clerical,Own-child,Black,Female,-11,1,40,United-States,<=50K
22,Private,35987,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,-5,-1,40,United-States,<=50K
50,Private,243689,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,17,-1,40,United-States,<=50K
17,Private,216755,Some-college,7,Never-married,Sales,Own-child,White,Female,-9,-1,40,Nicaragua,<=50K
49,Private,367536,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,6,0,40,Guatemala,<=50K
45,Self-emp-inc,225363,Prof-school,16,Married-civ-spouse,Craft-repair,Husband,White,Male,21,0,58,United-States,>50K
53,Private,294211,HS-grad,6,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,-7,0,40,Canada,<=50K
41,Self-emp-not-inc,177590,Prof-school,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-13,-1,56,United-States,>50K
40,Private,122045,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,27,1,50,United-States,<=50K
41,Private,223219,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,4,-1,57,United-States,<=50K
18,Private,137570,Some-college,9,Never-married,Farming-fishing,Own-child,White,Male,22,1,30,United-States,<=50K
22,Private,175873,HS-grad,12,Never-married,Transport-moving,Own-child,White,Male,17,1,57,United-States,<=50K
43,Private,199366,Masters,14,Never-married,Exec-managerial,Unmarried,White,Female,12,0,30,United-States,>50K
26,Private,205685,Some-college,10,Divorced,Sales,Unmarried,White,Female,-31,0,44,United-States,<=50K
50,Private,98828,7th-8th,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,3060,0,40,Mexico,<=50K
24,Private,158870,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,-1,0,49,United-States,<=50K
19,Private,112052,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,19,0,19,United-States,<=50K
49,Local-gov,187542,Assoc-voc,13,Never-married,Exec-managerial,Not-in-family,White,Male,16,-1,34,Puerto-Rico,<=50K
48,Private,305643,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3,-1,40,United-States,>50K
72,Federal-gov,192265,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,15117,-1,9,United-States,<=50K
41,Private,286619,Assoc-acdm,6,Widowed,Exec-managerial,Not-in-family,White,Female,7,0,57,United-States,<=50K
19,Private,197299,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,1,0,22,United-States,<=50K
39,Private,83549,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-3,-1,40,United-States,>50K
38,Self-emp-not-inc,33104,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,5,0,40,United-States,<=50K
32,Private,48835,Assoc-voc,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,-24,-1,40,United-States,<=50K
54,Local-gov,250697,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,19,-1,40,United-States,>50K
41,Private,189557,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,-10,-1,40,United-States,<=50K
28,Private,171306,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,3,0,44,United-States,>50K
17,Self-emp-not-inc,223922,11th,7,Never-married,Other-service,Not-in-family,White,Male,-23,0,19,Trinadad&Tobago,<=50K
21,Private,168293,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,10,1,40,United-States,<=50K
30,Federal-gov,379741,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-22,0,57,Guatemala,>50K
35,Federal-gov,141547,Some-college,11,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,4285,-1,40,United-States,<=50K
36,Self-emp-inc,190203,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,1,45,United-States,<=50K
49,State-gov,175792,Some-college,11,Divorced,Prof-specialty,Not-in-family,White,Male,7,-2,40,United-States,<=50K
40,Private,137030,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,-10,-2,20,?,<=50K
25,Private,364421,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,-20,1,40,United-States,<=50K
28,Private,166554,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,-5,0,56,United-States,>50K
30,Local-gov,140065,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Female,-12,0,40,United-States,<=50K
70,?,154560,7th-8th,4,Widowed,Sales,Husband,White,Female,30,0,40,United-States,>50K
61,?,290678,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3971,-1,35,United-States,<=50K
39,Self-emp-not-inc,174330,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,-1,45,United-States,>50K
34,Private,96596,Assoc-voc,11,Never-married,Tech-support,Husband,White,Male,21,0,40,?,<=50K
42,Self-emp-not-inc,87611,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,11,0,40,United-States,>50K
35,Local-gov,17189,Some-college,10,Married-civ-spouse,Sales,Wife,Black,Male,17,0,40,United-States,<=50K
33,Private,322232,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,-6,1,35,United-States,<=50K
27,Private,174921,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15068,0,44,?,>50K
16,Private,255222,Some-college,10,Divorced,Tech-support,Not-in-family,Black,Male,39,-1,45,United-States,<=50K
50,Private,113900,10th,6,Never-married,Other-service,Unmarried,White,Male,22,0,40,Canada,<=50K
37,Private,362441,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7776,1,40,United-States,>50K
37,Private,212615,10th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-27,0,40,Mexico,<=50K
18,Local-gov,163271,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,-28,0,19,United-States,<=50K
50,Private,141326,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,-22,-1,40,United-States,>50K
26,Private,140686,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,1,-1,40,Philippines,<=50K
47,Self-emp-not-inc,166689,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,-2,-1,40,United-States,>50K
54,Private,140223,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,21,-2,58,United-States,<=50K
49,Self-emp-not-inc,146767,Assoc-acdm,14,Divorced,Prof-specialty,Not-in-family,White,Female,3,0,40,United-States,>50K
39,Self-emp-inc,115247,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,1,50,?,>50K
40,Private,221994,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15261,0,59,United-States,>50K
29,Private,256803,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,18,0,40,Scotland,>50K
39,Private,159818,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,37,-1,40,United-States,>50K
36,Private,177084,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,9,0,57,United-States,<=50K
52,Local-gov,122774,Assoc-voc,13,Never-married,Prof-specialty,Not-in-family,White,Male,13,0,49,United-States,<=50K
38,Private,190638,Some-college,10,Separated,Adm-clerical,Own-child,Black,Male,-13,1,40,United-States,<=50K
53,Local-gov,287838,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,-11,0,46,United-States,<=50K
53,?,154643,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,34,-1,70,India,<=50K
41,?,209079,Bachelors,14,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,26,-1,40,United-States,<=50K
42,Local-gov,342778,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,19,-1,40,?,<=50K
34,Private,150911,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,5,0,40,United-States,<=50K
52,Self-emp-not-inc,63283,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,-1,40,United-States,<=50K
42,Private,235834,HS-grad,9,Never-married,?,Not-in-family,Black,Male,17,0,50,?,<=50K
18,?,185404,7th-8th,4,Widowed,?,Own-child,White,Female,18,-1,19,United-States,<=50K
21,?,175497,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,22,0,40,United-States,<=50K
39,Private,34679,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15458,-1,50,United-States,>50K
39,Private,203172,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,7149,0,40,United-States,<=50K
39,Private,312708,HS-grad,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,50,-1,11,?,<=50K
59,Private,173383,Bachelors,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,11,-1,45,United-States,>50K
36,Private,173108,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Dominican-Republic,<=50K
25,Private,223157,12th,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,1,1,40,Japan,<=50K
49,Self-emp-not-inc,234686,10th,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,17,1,37,Cambodia,<=50K
42,Self-emp-not-inc,184981,Prof-school,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7,0,35,United-States,>50K
38,Federal-gov,32255,Masters,14,Divorced,Adm-clerical,Unmarried,Other,Female,3832,-1,49,?,<=50K
42,Private,372253,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,-25,0,30,United-States,<=50K
68,Self-emp-inc,26787,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,0,54,United-States,>50K
23,Self-emp-not-inc,42481,HS-grad,9,Separated,Craft-repair,Other-relative,White,Male,1,-1,45,United-States,<=50K
45,Private,154147,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,-14,0,36,China,<=50K
23,Private,209254,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,14,0,23,United-States,<=50K
24,Private,192502,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-12,0,21,United-States,<=50K
33,Federal-gov,168608,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-6,0,56,United-States,<=50K
62,Local-gov,210727,Some-college,10,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,29,-1,40,United-States,>50K
31,Private,251311,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,-23,0,40,Columbia,<=50K
44,Private,192770,Bachelors,12,Separated,Exec-managerial,Not-in-family,White,Female,25,0,58,United-States,>50K
40,State-gov,121487,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-18,1,40,United-States,>50K
17,Private,191818,9th,5,Never-married,Priv-house-serv,Not-in-family,White,Male,-18,0,40,United-States,<=50K
40,Private,390497,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,0,19,Mexico,<=50K
38,Private,188838,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,-19,-1,30,United-States,<=50K
50,Self-emp-not-inc,180151,HS-grad,6,Divorced,Exec-managerial,Not-in-family,White,Male,10,-1,40,United-States,<=50K
17,Private,237199,10th,6,Never-married,Sales,Not-in-family,White,Female,-24,0,40,Puerto-Rico,<=50K
27,Private,172937,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,24,-2,40,United-States,<=50K
40,Local-gov,331455,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,-15,1,49,United-States,>50K
37,Private,246199,11th,7,Widowed,?,Husband,White,Male,-18,0,40,United-States,<=50K
22,Private,87472,11th,7,Widowed,Priv-house-serv,Unmarried,White,Female,-3,-1,22,United-States,<=50K
27,Private,111844,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-2,0,44,England,<=50K
37,Private,37593,HS-grad,16,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,13,0,40,United-States,<=50K
39,Private,202864,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,14851,1,40,United-States,>50K
58,Private,297171,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-20,0,40,United-States,>50K
50,Private,137106,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,1851,40,United-States,>50K
25,Private,308239,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,-14,-1,40,United-States,<=50K
60,Private,196004,5th-6th,6,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,29,0,22,?,<=50K
38,Without-pay,48244,10th,9,Separated,Adm-clerical,Unmarried,White,Male,3,0,23,United-States,<=50K
38,Private,23090,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-3,0,40,United-States,<=50K
38,Local-gov,128369,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,40,United-States,>50K
27,Private,150869,11th,13,Never-married,Protective-serv,Own-child,White,Female,-13,-1,50,United-States,<=50K
23,Private,86769,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,2,1,40,United-States,<=50K
61,Federal-gov,36558,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,27,-1,40,Outlying-US(Guam-USVI-etc),>50K
39,Local-gov,250221,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,0,61,United-States,<=50K
21,Private,194698,10th,12,Married-civ-spouse,Sales,Husband,White,Male,23,0,57,Columbia,>50K
61,Self-emp-inc,221988,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15704,1,58,United-States,>50K
18,Private,476798,11th,7,Never-married,Other-service,Unmarried,Other,Male,-2,0,50,Germany,<=50K
35,Private,190550,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,-10,-1,58,United-States,<=50K
16,Private,261197,11th,7,Never-married,Machine-op-inspct,Own-child,White,Female,-8,1,20,Mexico,<=50K
23,Private,289403,Some-college,13,Never-married,Sales,Not-in-family,White,Female,-19,1,57,Nicaragua,>50K
41,Federal-gov,217073,1st-4th,12,Widowed,?,Unmarried,White,Female,19,-2,10,Outlying-US(Guam-USVI-etc),<=50K
43,Federal-gov,203992,10th,6,Never-married,Exec-managerial,Husband,Black,Male,-14,1,30,United-States,<=50K
33,Local-gov,131741,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,30,0,44,United-States,<=50K
19,Self-emp-not-inc,369536,Assoc-acdm,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,-2,0,44,United-States,<=50K
32,Local-gov,181772,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,-2,-1,40,United-States,<=50K
24,Private,102632,HS-grad,9,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,19,-1,40,United-States,<=50K
17,State-gov,431046,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,4,-1,40,United-States,<=50K
18,Private,213150,Some-college,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,30,-1,40,United-States,<=50K
18,Self-emp-not-inc,35393,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,21,-1,40,United-States,<=50K
46,?,115418,HS-grad,9,Married-civ-spouse,?,Unmarried,Black,Female,27,0,30,Guatemala,<=50K
40,Private,125834,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,40,United-States,>50K
38,State-gov,287004,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,-15,0,57,United-States,<=50K
41,Private,228399,Assoc-voc,2,Widowed,Machine-op-inspct,Husband,White,Female,-25,1,44,Cuba,<=50K
25,Private,184484,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,3480,1,40,United-States,<=50K
47,Private,32126,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,15,-1,30,United-States,>50K
59,Self-emp-not-inc,324548,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,29,0,45,United-States,<=50K
53,?,41053,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,8,0,40,United-States,>50K
28,Private,41067,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,35,-1,40,?,<=50K
27,?,36108,Assoc-acdm,9,Separated,Other-service,Wife,Black,Female,-21,1,40,United-States,<=50K
30,Private,239829,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-29,-1,40,Philippines,<=50K
45,Private,172381,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14491,0,40,United-States,>50K
39,Without-pay,225010,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,-20,0,40,United-States,>50K
34,Private,128187,Bachelors,11,Separated,Adm-clerical,Not-in-family,White,Male,-4,-1,54,United-States,<=50K
54,Private,200965,7th-8th,6,Never-married,Farming-fishing,Other-relative,White,Male,-17,0,20,?,<=50K
38,Private,167447,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,24,0,40,Philippines,>50K
22,Self-emp-not-inc,98442,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,5,0,56,United-States,>50K
18,Local-gov,34641,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,-24,0,40,United-States,<=50K
39,Self-emp-not-inc,212564,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,-7,1,40,Poland,<=50K
39,Local-gov,169361,Prof-school,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-1,1,40,United-States,>50K
21,Private,187430,HS-grad,10,Separated,Craft-repair,Not-in-family,Black,Male,-1,0,40,Ireland,<=50K
43,Private,29250,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-1,1865,40,United-States,>50K
34,Private,164065,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,13,0,58,United-States,<=50K
44,State-gov,171046,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,7,0,40,United-States,>50K
29,Self-emp-not-inc,119805,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,-8,0,58,United-States,<=50K
33,Private,188483,12th,13,Separated,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,5,0,40,Dominican-Republic,<=50K
27,State-gov,172856,Some-college,10,Never-married,Other-service,Unmarried,White,Female,1,0,21,United-States,<=50K
53,Private,134219,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,2,40,United-States,<=50K
36,Private,181191,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,Female,3,-1,40,United-States,<=50K
32,Private,273908,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,-9,-1,30,El-Salvador,<=50K
68,?,343580,7th-8th,4,Married-civ-spouse,?,Wife,White,Male,-1,0,11,Mexico,<=50K
41,?,225266,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,-5,1,50,United-States,<=50K
42,Private,100058,Doctorate,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,0,58,United-States,>50K
18,Federal-gov,244227,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,-23,0,40,United-States,<=50K
22,Local-gov,91557,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,6,0,45,El-Salvador,<=50K
41,Private,418391,11th,7,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,-5,1,40,United-States,<=50K
20,Self-emp-inc,89694,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,-5,1,40,?,<=50K
28,Private,199848,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,-11,0,40,?,<=50K
35,Local-gov,159633,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,-12,1,40,Philippines,>50K
27,Private,180911,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,8,-1,49,United-States,<=50K
32,Private,164734,9th,10,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Male,-13,0,40,United-States,<=50K
53,Private,415174,Assoc-acdm,7,Never-married,Handlers-cleaners,Husband,White,Male,-12,0,40,United-States,<=50K
51,Local-gov,364480,Assoc-acdm,12,Married-AF-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,-21,0,44,Portugal,<=50K
39,Private,144495,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,-13,-1,50,United-States,<=50K
37,Private,56878,Bachelors,9,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,25,0,40,?,>50K
60,Federal-gov,219177,Doctorate,11,Married-civ-spouse,Craft-repair,Husband,White,Male,29,0,40,United-States,>50K
34,Self-emp-inc,197561,Some-college,10,Divorced,Craft-repair,Husband,White,Male,11,0,58,United-States,<=50K
54,Private,252210,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,5,0,40,Haiti,>50K
41,Private,105055,Some-college,3,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,3,1,45,United-States,<=50K
42,Local-gov,93476,Some-college,11,Never-married,Exec-managerial,Not-in-family,White,Male,-10,0,40,United-States,>50K
30,Private,41353,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,9,0,40,United-States,<=50K
47,Private,406337,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,19,0,45,Germany,<=50K
23,Local-gov,325026,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,5,-1,56,United-States,<=50K
45,Private,91431,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,-15,0,40,United-States,<=50K
45,Private,170222,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,4124,-1,40,United-States,>50K
52,Self-emp-not-inc,138126,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,-8,1,40,United-States,>50K
18,Federal-gov,161937,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-4,1803,40,United-States,<=50K
33,Local-gov,399020,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,-17,0,40,United-States,<=50K
53,Private,251731,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,17,-1,40,Mexico,<=50K
53,Self-emp-not-inc,452508,10th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3229,-1,40,Columbia,<=50K
21,?,164696,10th,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,-7,0,40,United-States,<=50K
59,?,125978,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,13,-1,10,United-States,<=50K
22,Private,219512,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Female,-5,1,40,El-Salvador,<=50K
53,Self-emp-not-inc,167809,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,-2,55,United-States,>50K
16,Private,205259,11th,7,Never-married,Other-service,Own-child,White,Male,0,-1,30,United-States,<=50K
31,Private,172820,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,-17,0,8,United-States,<=50K
32,Private,194495,Bachelors,13,Never-married,Exec-managerial,Wife,White,Female,-6,0,60,Philippines,<=50K
36,Private,47480,HS-grad,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,56,United-States,>50K
16,Private,118764,Some-college,10,Never-married,Other-service,Own-child,Black,Female,37,0,30,United-States,<=50K
33,Private,123319,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-10,-2,40,United-States,>50K
40,Private,328831,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,16,0,45,United-States,>50K
24,Local-gov,142345,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,14,-1,35,El-Salvador,<=50K
18,Private,133657,HS-grad,7,Never-married,Other-service,Other-relative,White,Female,1,1,25,United-States,<=50K
51,Private,337406,7th-8th,1,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,11,0,45,United-States,<=50K
52,Private,105785,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,32,0,40,United-States,>50K
18,Private,166346,12th,8,Never-married,Other-service,Not-in-family,Black,Female,-3,0,40,United-States,<=50K
20,Private,321996,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,56,-1,30,United-States,<=50K
48,Private,193829,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,6,0,44,United-States,<=50K
56,Private,126675,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,40,United-States,<=50K
39,Private,340634,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,-27,0,40,United-States,<=50K
36,Local-gov,141553,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Female,6,1,79,United-States,<=50K
73,Federal-gov,30947,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,-20,0,44,United-States,>50K
22,Private,96774,Bachelors,13,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,-1,-1,40,United-States,<=50K
57,Private,44001,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,7,1740,35,United-States,>50K
17,Private,177714,10th,6,Married-civ-spouse,?,Other-relative,White,Female,-11,-1,30,United-States,<=50K
20,Federal-gov,382308,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Self-emp-not-inc,176816,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,3,1,40,United-States,<=50K
40,Local-gov,182351,Bachelors,14,Separated,Prof-specialty,Not-in-family,White,Female,16,0,44,?,<=50K
